Record_ID,Location_ID,State_Code,State,District,Taluk,Agro_Climatic_Zone,Year,Month_No,Month,Season,Crop,Crop_Category,Pest,Crop_Stage,Temperature_C,Humidity_Pct,Rainfall_7d_mm,Rainfall_30d_mm,Wind_kmh,Soil_Moisture_Pct,Days_Since_Rain,NDVI,Previous_Pest_Incidence_Pct,Nearby_Outbreak_Flag,Recent_Pesticide_Flag,Irrigation_Type,Risk_Score,Risk_Level,Confidence_Pct,Recommended_Action,Dataset_Split,Synthetic_Record,Source_Basis
AGR-008048,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,12,Dec,Rabi/Winter,Maize,Cereal,Fall Armyworm,Flowering,28.1,54.6,2.1,14.0,7.3,27.3,5,0.437,64.1,1,1,Canal,67.8,Medium,81.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008049,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,3,Mar,Summer/Zaid,Maize,Cereal,Fall Armyworm,Fruiting/Grain Filling,30.6,56.8,3.1,19.2,1.3,30.4,13,0.475,50.5,0,1,Drip,40.1,Low,78.3,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008050,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2023,6,Jun,Kharif/Monsoon,Maize,Cereal,Fall Armyworm,Maturity,28.7,57.0,9.9,56.7,11.8,36.4,14,0.576,65.7,1,0,Mixed,70.8,Medium,73.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008051,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,9,Sep,Kharif/Monsoon,Maize,Cereal,Fall Armyworm,Seedling,29.7,54.8,5.5,43.6,10.0,32.8,10,0.524,60.9,1,1,Mixed,59.2,Medium,76.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008052,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,10,Oct,Post-Monsoon,Maize,Cereal,Fall Armyworm,Vegetative,30.2,60.4,6.1,33.9,7.0,28.3,13,0.499,52.9,0,0,Mixed,61.7,Medium,82.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008053,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,11,Nov,Rabi/Winter,Rice,Cereal,Brown Planthopper,Flowering,28.2,52.7,6.7,17.9,6.6,33.3,4,0.467,44.3,1,0,Canal,64.7,Medium,81.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008054,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,12,Dec,Rabi/Winter,Rice,Cereal,Brown Planthopper,Fruiting/Grain Filling,26.3,57.5,4.6,12.6,6.0,32.0,13,0.556,46.6,1,1,Rainfed,56.4,Medium,70.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008055,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2023,3,Mar,Summer/Zaid,Rice,Cereal,Brown Planthopper,Maturity,29.2,61.4,3.3,10.0,6.7,23.3,4,0.478,59.0,1,0,Rainfed,53.0,Medium,81.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008056,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,6,Jun,Kharif/Monsoon,Rice,Cereal,Brown Planthopper,Seedling,27.6,66.0,25.5,75.7,4.5,40.0,1,0.526,55.0,1,0,Rainfed,71.0,Medium,76.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008057,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,9,Sep,Kharif/Monsoon,Rice,Cereal,Brown Planthopper,Vegetative,26.1,64.6,14.9,45.8,10.8,31.1,3,0.467,48.0,1,0,Sprinkler,70.0,Medium,77.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008058,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2023,12,Dec,Rabi/Winter,Rice,Cereal,Brown Planthopper,Flowering,28.4,61.4,2.2,17.5,3.3,33.8,5,0.583,54.9,0,0,Canal,60.5,Medium,81.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008059,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,11,Nov,Rabi/Winter,Brinjal,Vegetable,Whitefly,Fruiting/Grain Filling,26.4,52.9,7.0,28.9,9.2,33.8,13,0.593,56.1,1,0,Mixed,79.6,High,82.0,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008060,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2023,3,Mar,Summer/Zaid,Brinjal,Vegetable,Whitefly,Maturity,31.8,54.9,8.2,25.0,3.1,29.8,13,0.481,56.0,1,1,Rainfed,63.1,Medium,81.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008061,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,7,Jul,Kharif/Monsoon,Brinjal,Vegetable,Whitefly,Seedling,26.7,65.1,18.5,77.7,8.7,35.0,3,0.549,51.1,1,0,Drip,72.2,Medium,83.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008062,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2025,8,Aug,Kharif/Monsoon,Brinjal,Vegetable,Whitefly,Vegetative,28.0,59.9,20.3,53.8,7.4,30.3,3,0.555,57.9,0,1,Rainfed,60.6,Medium,75.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008063,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2023,12,Dec,Rabi/Winter,Brinjal,Vegetable,Whitefly,Flowering,27.1,50.9,3.9,10.7,6.5,21.3,12,0.527,57.6,1,1,Borewell,66.6,Medium,82.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008064,KA_D08_T05,KA,Karnataka,Chikkaballapur,Gudibanda,Dry Interior,2024,4,Apr,Summer/Zaid,Brinjal,Vegetable,Whitefly,Fruiting/Grain Filling,30.5,53.0,10.8,39.8,10.4,37.8,2,0.568,71.5,0,1,Borewell,64.5,Medium,83.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008065,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,1,Jan,Rabi/Winter,Pigeonpea,Pulse,Gram Pod Borer,Seedling,25.2,61.2,2.6,10.7,6.7,30.7,14,0.58,62.6,1,0,Sprinkler,65.0,Medium,80.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008066,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,5,May,Pre-Monsoon,Pigeonpea,Pulse,Gram Pod Borer,Vegetative,29.3,61.0,13.9,46.8,5.2,42.4,2,0.603,63.4,1,1,Mixed,64.1,Medium,74.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008067,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,7,Jul,Kharif/Monsoon,Pigeonpea,Pulse,Gram Pod Borer,Flowering,26.7,66.0,15.9,78.7,7.2,47.8,3,0.637,62.4,1,0,Rainfed,78.5,High,80.5,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008068,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,10,Oct,Post-Monsoon,Pigeonpea,Pulse,Gram Pod Borer,Fruiting/Grain Filling,30.0,53.3,11.3,30.6,7.9,30.0,3,0.502,47.9,0,0,Rainfed,61.3,Medium,71.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008069,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,2,Feb,Rabi/Winter,Pigeonpea,Pulse,Gram Pod Borer,Maturity,28.3,49.1,2.1,10.7,8.6,22.9,10,0.501,63.8,1,0,Mixed,58.2,Medium,78.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008070,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,6,Jun,Kharif/Monsoon,Pigeonpea,Pulse,Gram Pod Borer,Seedling,25.8,72.1,25.0,118.1,8.5,45.6,3,0.584,72.6,1,1,Canal,75.5,High,81.9,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008071,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,5,May,Pre-Monsoon,Cotton,Fiber,Whitefly,Vegetative,28.3,64.4,12.3,66.4,6.7,31.9,3,0.481,77.8,1,1,Drip,75.8,High,79.9,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008072,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,8,Aug,Kharif/Monsoon,Cotton,Fiber,Whitefly,Flowering,28.5,61.4,16.1,97.0,9.8,40.4,3,0.531,57.2,0,0,Rainfed,76.7,High,76.0,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008073,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,10,Oct,Post-Monsoon,Cotton,Fiber,Whitefly,Fruiting/Grain Filling,29.4,62.0,11.8,36.4,7.1,33.9,3,0.484,55.8,1,0,Sprinkler,91.5,High,75.1,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008074,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,12,Dec,Rabi/Winter,Cotton,Fiber,Whitefly,Maturity,28.7,58.2,3.2,15.3,7.4,27.9,9,0.509,72.6,1,1,Rainfed,72.9,Medium,84.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008075,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,5,May,Pre-Monsoon,Cotton,Fiber,Whitefly,Seedling,31.2,55.6,14.1,49.7,5.7,28.9,1,0.451,73.8,1,0,Sprinkler,83.5,High,79.4,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008076,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,6,Jun,Kharif/Monsoon,Cotton,Fiber,Whitefly,Vegetative,26.0,68.1,26.7,86.3,9.6,38.7,1,0.542,48.6,0,0,Borewell,60.2,Medium,81.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008077,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,6,Jun,Kharif/Monsoon,Rice,Cereal,Gall Midge,Flowering,29.0,62.9,13.4,110.2,7.4,43.6,1,0.594,59.7,1,0,Canal,61.9,Medium,81.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008078,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,8,Aug,Kharif/Monsoon,Rice,Cereal,Gall Midge,Fruiting/Grain Filling,28.4,64.1,11.9,44.7,10.1,33.2,2,0.509,50.5,0,0,Mixed,59.0,Medium,71.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008079,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,12,Dec,Rabi/Winter,Rice,Cereal,Gall Midge,Maturity,26.4,58.8,2.4,19.1,5.2,38.3,4,0.601,62.4,1,0,Mixed,57.9,Medium,78.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008080,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,4,Apr,Summer/Zaid,Rice,Cereal,Gall Midge,Seedling,29.3,61.3,10.8,45.8,6.3,28.1,3,0.597,51.2,0,1,Rainfed,33.8,Low,72.0,Routine scouting; maintain field sanitation and preventive IPM,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008081,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,5,May,Pre-Monsoon,Rice,Cereal,Gall Midge,Vegetative,28.4,58.5,4.8,33.3,6.6,33.3,5,0.57,58.7,0,0,Sprinkler,49.3,Medium,71.5,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008082,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,10,Oct,Post-Monsoon,Rice,Cereal,Gall Midge,Flowering,26.3,63.5,9.3,30.1,9.6,29.7,9,0.582,58.1,1,0,Drip,60.0,Medium,82.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008083,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,8,Aug,Kharif/Monsoon,Finger Millet (Ragi),Cereal,Pink Stem Borer,Fruiting/Grain Filling,27.4,59.0,19.0,70.7,7.3,40.9,2,0.635,65.5,0,1,Sprinkler,60.1,Medium,81.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008084,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,11,Nov,Rabi/Winter,Finger Millet (Ragi),Cereal,Pink Stem Borer,Maturity,25.9,51.8,4.9,26.9,8.5,31.8,12,0.548,66.3,1,0,Sprinkler,72.0,Medium,78.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008085,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,1,Jan,Rabi/Winter,Finger Millet (Ragi),Cereal,Pink Stem Borer,Seedling,28.0,53.7,3.7,10.9,4.8,21.3,12,0.435,52.2,0,0,Sprinkler,49.2,Medium,80.2,Routine scouting; maintain field sanitation and preventive IPM,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008086,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,4,Apr,Summer/Zaid,Finger Millet (Ragi),Cereal,Pink Stem Borer,Vegetative,32.5,51.4,6.0,22.7,6.5,29.6,7,0.527,44.3,1,0,Canal,50.6,Medium,76.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008087,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,8,Aug,Kharif/Monsoon,Finger Millet (Ragi),Cereal,Pink Stem Borer,Flowering,28.1,57.8,26.7,91.2,9.9,34.9,1,0.513,52.8,1,1,Mixed,61.9,Medium,74.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008088,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,12,Dec,Rabi/Winter,Finger Millet (Ragi),Cereal,Pink Stem Borer,Fruiting/Grain Filling,25.5,52.8,4.2,21.3,5.9,35.4,5,0.488,62.3,0,1,Canal,52.1,Medium,70.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008089,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,11,Nov,Rabi/Winter,Rice,Cereal,Yellow Stem Borer,Maturity,26.9,58.9,6.9,31.8,6.7,27.7,5,0.565,69.5,0,0,Sprinkler,63.3,Medium,74.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008090,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,1,Jan,Rabi/Winter,Rice,Cereal,Yellow Stem Borer,Seedling,27.9,55.8,3.9,12.4,3.0,27.7,6,0.449,58.0,0,1,Canal,43.1,Low,79.8,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008091,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,3,Mar,Summer/Zaid,Rice,Cereal,Yellow Stem Borer,Vegetative,30.8,51.2,5.0,15.7,8.1,26.7,14,0.456,53.9,1,0,Mixed,59.2,Medium,75.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008092,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,7,Jul,Kharif/Monsoon,Rice,Cereal,Yellow Stem Borer,Flowering,26.6,59.7,32.7,108.0,8.7,41.8,1,0.526,54.7,1,0,Drip,81.2,High,84.7,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008093,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,9,Sep,Kharif/Monsoon,Rice,Cereal,Yellow Stem Borer,Fruiting/Grain Filling,26.9,55.2,20.0,63.4,8.0,34.1,3,0.474,67.0,0,1,Canal,52.6,Medium,78.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008094,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,1,Jan,Rabi/Winter,Rice,Cereal,Yellow Stem Borer,Maturity,28.5,51.8,2.0,7.3,8.7,33.2,8,0.582,49.0,0,1,Borewell,47.4,Medium,80.0,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008095,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,11,Nov,Rabi/Winter,Groundnut,Oilseed,Tobacco Caterpillar,Seedling,25.9,52.2,9.6,32.1,3.6,31.4,13,0.468,66.0,0,0,Borewell,46.6,Medium,72.3,Routine scouting; maintain field sanitation and preventive IPM,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008096,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,3,Mar,Summer/Zaid,Groundnut,Oilseed,Tobacco Caterpillar,Vegetative,28.3,56.4,5.1,24.2,4.5,37.3,5,0.526,48.8,0,1,Borewell,48.1,Medium,82.1,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008097,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,6,Jun,Kharif/Monsoon,Groundnut,Oilseed,Tobacco Caterpillar,Flowering,26.5,60.0,9.2,67.7,7.2,29.1,9,0.456,54.7,0,0,Mixed,64.0,Medium,81.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008098,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,10,Oct,Post-Monsoon,Groundnut,Oilseed,Tobacco Caterpillar,Fruiting/Grain Filling,26.4,53.6,10.3,48.8,6.6,38.8,1,0.624,64.9,1,1,Borewell,70.2,Medium,76.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008099,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,12,Dec,Rabi/Winter,Groundnut,Oilseed,Tobacco Caterpillar,Maturity,25.1,59.3,1.6,10.6,5.4,24.0,4,0.541,50.8,1,0,Rainfed,68.8,Medium,77.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008100,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,3,Mar,Summer/Zaid,Groundnut,Oilseed,Tobacco Caterpillar,Seedling,28.5,51.1,4.9,13.7,5.8,21.8,14,0.563,49.3,1,0,Sprinkler,53.8,Medium,72.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008101,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,3,Mar,Summer/Zaid,Chilli,Spice/Vegetable,Fruit Borer,Vegetative,29.9,57.1,3.6,10.1,8.8,23.3,6,0.51,67.0,0,1,Rainfed,44.0,Low,73.3,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008102,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,4,Apr,Summer/Zaid,Chilli,Spice/Vegetable,Fruit Borer,Flowering,30.5,53.0,14.5,41.9,9.0,26.1,2,0.442,47.1,0,0,Mixed,53.9,Medium,74.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008103,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,9,Sep,Kharif/Monsoon,Chilli,Spice/Vegetable,Fruit Borer,Fruiting/Grain Filling,28.6,62.0,13.2,37.9,6.4,35.4,2,0.629,69.1,1,1,Canal,78.1,High,77.6,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008104,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,12,Dec,Rabi/Winter,Chilli,Spice/Vegetable,Fruit Borer,Maturity,28.8,56.9,3.7,22.3,8.2,30.0,6,0.508,55.2,0,1,Mixed,53.6,Medium,81.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008105,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,3,Mar,Summer/Zaid,Chilli,Spice/Vegetable,Fruit Borer,Seedling,29.2,52.1,6.1,16.5,8.7,29.4,7,0.539,65.6,1,1,Rainfed,57.2,Medium,72.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008106,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,6,Jun,Kharif/Monsoon,Chilli,Spice/Vegetable,Fruit Borer,Vegetative,26.8,65.6,20.2,97.4,10.0,39.4,2,0.536,54.3,1,0,Drip,78.5,High,83.2,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008107,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,5,May,Pre-Monsoon,Chilli,Spice/Vegetable,Thrips,Flowering,29.4,60.3,14.0,42.5,3.2,28.3,3,0.568,77.8,0,0,Sprinkler,76.0,High,81.2,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008108,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,6,Jun,Kharif/Monsoon,Chilli,Spice/Vegetable,Thrips,Fruiting/Grain Filling,25.7,59.2,15.7,78.0,9.3,31.8,1,0.606,49.0,1,0,Borewell,72.7,Medium,82.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008109,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,10,Oct,Post-Monsoon,Chilli,Spice/Vegetable,Thrips,Maturity,26.7,53.0,5.1,32.8,5.9,31.1,4,0.604,71.1,1,0,Rainfed,71.2,Medium,80.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008110,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2024,1,Jan,Rabi/Winter,Chilli,Spice/Vegetable,Thrips,Seedling,27.4,54.7,1.2,7.1,8.8,29.7,12,0.572,70.7,0,1,Borewell,54.3,Medium,76.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008111,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2025,4,Apr,Summer/Zaid,Chilli,Spice/Vegetable,Thrips,Vegetative,33.0,58.0,15.5,47.5,4.8,34.7,3,0.598,69.8,1,1,Borewell,69.5,Medium,73.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-008112,KA_D08_T06,KA,Karnataka,Chikkaballapur,Sidlaghatta,Dry Interior,2023,7,Jul,Kharif/Monsoon,Chilli,Spice/Vegetable,Thrips,Flowering,27.3,66.5,12.3,79.8,11.4,33.8,3,0.562,72.3,0,0,Canal,69.3,Medium,77.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
